sta_id,sta_time,sta_ph_v,sta_ph_l,sta_do_v,sta_do_l,sta_an_v,sta_an_l,sta_toc_v,sta_toc_l,sta_pp_v,sta_pp_l
182,2015-01-15 08:00:00,6,Ⅰ,5,Ⅲ,4,Ⅲ,9999,-,0,Ⅲ
158,2015-01-15 08:00:00,7,Ⅰ,12,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
193,2015-01-15 08:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
114,2015-01-15 08:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
115,2015-01-15 08:00:00,7,Ⅰ,10,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
118,2015-01-15 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
119,2015-01-15 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
79,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅱ
8,2015-01-15 08:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
179,2015-01-15 08:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,1,Ⅴ
180,2015-01-15 08:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
183,2015-01-15 08:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
186,2015-01-15 08:00:00,5,劣Ⅴ,7,Ⅱ,1,Ⅰ,9999,-,-1,-
140,2015-01-15 08:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,3,-,0,Ⅰ
110,2015-01-15 08:00:00,6,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,0,Ⅱ
187,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
129,2015-01-15 08:00:00,7,Ⅰ,7,Ⅰ,3,Ⅱ,9999,-,1,Ⅳ
67,2015-01-15 08:00:00,6,Ⅰ,7,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
66,2015-01-15 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
73,2015-01-15 08:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
138,2015-01-15 08:00:00,8,Ⅰ,3,Ⅳ,9999,-,14,-,7,劣Ⅴ
74,2015-01-15 08:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
54,2015-01-15 08:00:00,8,Ⅰ,12,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
141,2015-01-15 08:00:00,6,Ⅰ,3,Ⅳ,5,Ⅲ,9999,-,0,Ⅲ
57,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,6,Ⅳ,29,-,0,Ⅰ
72,2015-01-15 08:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
142,2015-01-15 08:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
83,2015-01-15 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
159,2015-01-15 08:00:00,8,Ⅰ,17,Ⅰ,11,Ⅴ,10,-,1,Ⅳ
152,2015-01-15 08:00:00,8,Ⅰ,9,Ⅰ,3,Ⅱ,4,-,0,Ⅰ
122,2015-01-15 08:00:00,8,Ⅰ,12,Ⅰ,5,Ⅲ,5,-,1,Ⅴ
147,2015-01-15 08:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,3,-,0,Ⅱ
162,2015-01-15 08:00:00,8,Ⅰ,9,Ⅰ,0,Ⅰ,5,-,0,Ⅱ
97,2015-01-15 08:00:00,7,Ⅰ,7,Ⅱ,6,Ⅳ,-1,-,0,Ⅲ
105,2015-01-15 08:00:00,8,Ⅰ,14,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
104,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
164,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,4,Ⅲ,7,-,3,劣Ⅴ
5,2015-01-15 08:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
166,2015-01-15 08:00:00,8,Ⅰ,9,Ⅰ,6,Ⅳ,7,-,0,Ⅲ
77,2015-01-15 08:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
124,2015-01-15 08:00:00,8,Ⅰ,8,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
84,2015-01-15 08:00:00,7,Ⅰ,11,Ⅰ,15,劣Ⅴ,28,-,9,劣Ⅴ
167,2015-01-15 08:00:00,8,Ⅰ,10,Ⅰ,0,Ⅰ,9999,-,0,Ⅰ
81,2015-01-15 08:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
168,2015-01-15 08:00:00,7,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
173,2015-01-15 08:00:00,8,Ⅰ,15,Ⅰ,4,Ⅲ,9999,-,1,Ⅳ
133,2015-01-15 08:00:00,6,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,-1,-
175,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,-1,-,9999,-,1,Ⅳ
176,2015-01-15 08:00:00,7,Ⅰ,17,Ⅰ,1,Ⅰ,9999,-,-1,-
177,2015-01-15 08:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
146,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,3,Ⅱ,7,-,0,Ⅲ
188,2015-01-15 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
189,2015-01-15 08:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
191,2015-01-15 08:00:00,6,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
192,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
194,2015-01-15 08:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
195,2015-01-15 08:00:00,7,Ⅰ,5,Ⅲ,3,Ⅱ,9999,-,1,Ⅴ
212,2015-01-15 08:00:00,8,Ⅰ,10,Ⅰ,8,Ⅳ,12,-,0,Ⅱ
121,2015-01-15 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
58,2015-01-15 08:00:00,7,Ⅰ,13,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
80,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
116,2015-01-15 08:00:00,7,Ⅰ,13,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
123,2015-01-15 08:00:00,6,Ⅰ,7,Ⅱ,3,Ⅱ,2,-,0,Ⅱ
65,2015-01-15 08:00:00,8,Ⅰ,11,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
107,2015-01-15 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
196,2015-01-15 08:00:00,7,Ⅰ,10,Ⅰ,-1,-,9999,-,0,Ⅰ
197,2015-01-15 08:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
125,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
126,2015-01-15 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
127,2015-01-15 08:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
143,2015-01-15 08:00:00,6,Ⅰ,4,Ⅳ,3,Ⅱ,9999,-,0,Ⅱ
209,2015-01-15 08:00:00,8,Ⅰ,9,Ⅰ,8,Ⅳ,15,-,0,Ⅱ
210,2015-01-15 08:00:00,8,Ⅰ,7,Ⅱ,10,Ⅴ,13,-,1,Ⅳ
211,2015-01-15 08:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,1,-,-1,-
55,2015-01-15 08:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
58,2015-01-15 09:00:00,7,Ⅰ,13,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
85,2015-01-16 04:00:00,8,Ⅰ,12,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
97,2015-01-16 04:00:00,6,Ⅰ,6,Ⅱ,6,Ⅳ,-1,-,1,Ⅳ
75,2015-01-16 04:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
103,2015-01-16 04:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,0,Ⅰ
188,2015-01-16 04:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
104,2015-01-16 04:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
219,2015-01-16 04:00:00,8,Ⅰ,8,Ⅰ,-1,-,6,-,0,Ⅱ
173,2015-01-16 04:00:00,8,Ⅰ,15,Ⅰ,5,Ⅲ,9999,-,1,Ⅳ
110,2015-01-16 04:00:00,6,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,0,Ⅱ
113,2015-01-16 04:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
119,2015-01-16 04:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
122,2015-01-16 04:00:00,8,Ⅰ,11,Ⅰ,5,Ⅲ,5,-,1,Ⅴ
191,2015-01-16 04:00:00,6,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅰ
194,2015-01-16 04:00:00,7,Ⅰ,7,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
141,2015-01-16 04:00:00,6,Ⅰ,3,Ⅳ,3,Ⅱ,9999,-,0,Ⅲ
142,2015-01-16 04:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
72,2015-01-16 04:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
177,2015-01-16 04:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
196,2015-01-16 04:00:00,7,Ⅰ,10,Ⅰ,10,Ⅴ,9999,-,0,Ⅰ
197,2015-01-16 04:00:00,8,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅰ
201,2015-01-16 04:00:00,7,Ⅰ,0,劣Ⅴ,10,Ⅴ,9999,-,15,劣Ⅴ
202,2015-01-16 04:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
206,2015-01-16 04:00:00,6,Ⅰ,9,Ⅰ,1,Ⅰ,0,-,0,Ⅲ
216,2015-01-16 04:00:00,8,Ⅰ,9,Ⅰ,0,Ⅰ,0,-,0,Ⅰ
121,2015-01-16 04:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
19,2015-01-16 04:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
53,2015-01-16 04:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
56,2015-01-16 04:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
67,2015-01-16 04:00:00,6,Ⅰ,7,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
109,2015-01-16 04:00:00,7,Ⅰ,10,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
123,2015-01-16 04:00:00,6,Ⅰ,6,Ⅱ,3,Ⅱ,2,-,0,Ⅱ
63,2015-01-16 04:00:00,6,Ⅰ,2,Ⅴ,4,Ⅲ,9999,-,3,劣Ⅴ
70,2015-01-16 04:00:00,7,Ⅰ,5,Ⅲ,6,Ⅲ,30,-,1,Ⅳ
8,2015-01-16 04:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
77,2015-01-16 06:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
159,2015-01-16 06:00:00,8,Ⅰ,14,Ⅰ,10,Ⅴ,9,-,1,Ⅲ
197,2015-01-16 08:00:00,8,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅰ
202,2015-01-16 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
206,2015-01-16 08:00:00,6,Ⅰ,10,Ⅰ,1,Ⅰ,0,-,0,Ⅲ
188,2015-01-16 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
194,2015-01-16 08:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
126,2015-01-16 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
122,2015-01-16 08:00:00,8,Ⅰ,11,Ⅰ,5,Ⅲ,5,-,1,Ⅴ
119,2015-01-16 08:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
123,2015-01-16 08:00:00,6,Ⅰ,7,Ⅱ,2,Ⅱ,2,-,0,Ⅱ
53,2015-01-16 08:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
219,2015-01-16 08:00:00,8,Ⅰ,8,Ⅰ,-1,-,6,-,0,Ⅱ
216,2015-01-16 08:00:00,8,Ⅰ,9,Ⅰ,0,Ⅰ,0,-,0,Ⅰ
8,2015-01-16 08:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
19,2015-01-16 08:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
77,2015-01-16 08:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
191,2015-01-16 08:00:00,6,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
129,2015-01-16 08:00:00,7,Ⅰ,6,Ⅱ,4,Ⅲ,9999,-,1,Ⅴ
141,2015-01-16 08:00:00,6,Ⅰ,3,Ⅳ,3,Ⅱ,9999,-,1,Ⅴ
142,2015-01-16 08:00:00,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
72,2015-01-16 08:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
109,2015-01-16 08:00:00,7,Ⅰ,10,Ⅰ,4,Ⅱ,9999,-,0,Ⅱ
159,2015-01-16 08:00:00,8,Ⅰ,14,Ⅰ,10,Ⅴ,9,-,1,Ⅳ
104,2015-01-16 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
110,2015-01-16 08:00:00,6,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
75,2015-01-16 08:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
67,2015-01-16 08:00:00,6,Ⅰ,7,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
121,2015-01-16 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
155,2015-01-16 08:00:00,6,Ⅰ,2,Ⅴ,6,Ⅳ,10,-,1,Ⅳ
56,2015-01-16 08:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
177,2015-01-16 08:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
196,2015-01-16 08:00:00,7,Ⅰ,11,Ⅰ,8,Ⅳ,9999,-,0,Ⅰ
201,2015-01-16 08:00:00,7,Ⅰ,0,劣Ⅴ,10,Ⅴ,9999,-,14,劣Ⅴ
103,2015-01-16 08:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,0,Ⅰ
180,2015-01-16 11:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
56,2015-01-16 12:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
128,2015-01-16 12:00:00,7,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
141,2015-01-16 12:00:00,6,Ⅰ,3,Ⅳ,6,Ⅳ,9999,-,1,Ⅳ
168,2015-01-16 12:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
177,2015-01-16 12:00:00,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
74,2015-01-16 12:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
196,2015-01-16 12:00:00,7,Ⅰ,10,Ⅰ,9,Ⅳ,9999,-,0,Ⅰ
192,2015-01-16 12:00:00,7,Ⅰ,7,Ⅰ,5,Ⅲ,9999,-,0,Ⅰ
8,2015-01-16 12:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
5,2015-01-16 12:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
193,2015-01-16 12:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
125,2015-01-16 12:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
66,2015-01-16 12:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
67,2015-01-16 12:00:00,6,Ⅰ,7,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
81,2015-01-16 12:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
188,2015-01-16 12:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
111,2015-01-16 12:00:00,7,Ⅰ,9,Ⅰ,8,Ⅳ,9999,-,0,Ⅲ
121,2015-01-16 12:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
201,2015-01-16 12:00:00,7,Ⅰ,0,劣Ⅴ,9,Ⅳ,9999,-,14,劣Ⅴ
72,2015-01-16 12:00:00,8,Ⅰ,11,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
202,2015-01-16 12:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
142,2015-01-16 12:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
149,2015-01-16 12:00:00,7,Ⅰ,14,Ⅰ,3,Ⅱ,3,-,0,Ⅱ
123,2015-01-16 12:00:00,6,Ⅰ,7,Ⅰ,2,Ⅱ,2,-,0,Ⅱ
112,2015-01-16 12:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
104,2015-01-16 12:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
109,2015-01-16 12:00:00,7,Ⅰ,10,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
113,2015-01-16 12:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
213,2015-01-16 12:00:00,6,Ⅰ,5,Ⅲ,2,Ⅱ,7,-,0,Ⅱ
117,2015-01-16 14:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
155,2015-01-16 16:00:00,6,Ⅰ,4,Ⅳ,6,Ⅳ,12,-,0,Ⅲ
54,2015-01-16 16:00:00,8,Ⅰ,13,Ⅰ,4,Ⅲ,6,-,0,Ⅱ
85,2015-01-18 04:00:00,8,Ⅰ,13,Ⅰ,0,Ⅰ,9999,-,-1,-
179,2015-01-18 08:00:00,8,Ⅰ,8,Ⅰ,7,Ⅳ,9999,-,1,Ⅳ
5,2015-01-18 08:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
195,2015-01-18 08:00:00,7,Ⅰ,5,Ⅲ,2,Ⅱ,9999,-,1,Ⅴ
113,2015-01-18 08:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
74,2015-01-18 08:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
186,2015-01-18 08:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
12,2015-01-18 08:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
81,2015-01-18 08:00:00,7,Ⅰ,8,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
109,2015-01-18 08:00:00,7,Ⅰ,9,Ⅰ,-1,-,9999,-,0,Ⅱ
155,2015-01-18 08:00:00,6,Ⅰ,3,Ⅳ,5,Ⅲ,9,-,1,Ⅳ
188,2015-01-18 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
76,2015-01-18 08:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
66,2015-01-18 08:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
104,2015-01-18 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
111,2015-01-18 08:00:00,7,Ⅰ,10,Ⅰ,9,Ⅳ,9999,-,1,Ⅲ
114,2015-01-18 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
202,2015-01-18 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
201,2015-01-18 08:00:00,7,Ⅰ,0,劣Ⅴ,18,劣Ⅴ,9999,-,16,劣Ⅴ
196,2015-01-18 08:00:00,7,Ⅰ,10,Ⅰ,9,Ⅳ,9999,-,0,Ⅰ
178,2015-01-18 08:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
213,2015-01-18 08:00:00,7,Ⅰ,8,Ⅰ,4,Ⅲ,8,-,0,Ⅱ
177,2015-01-18 08:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
168,2015-01-18 08:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
67,2015-01-18 08:00:00,6,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
63,2015-01-18 08:00:00,7,Ⅰ,3,Ⅳ,3,Ⅱ,9999,-,2,劣Ⅴ
8,2015-01-18 08:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
149,2015-01-18 08:00:00,7,Ⅰ,13,Ⅰ,3,Ⅱ,3,-,0,Ⅱ
60,2015-01-18 08:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,1,Ⅴ
125,2015-01-18 08:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
138,2015-01-18 08:00:00,8,Ⅰ,3,Ⅳ,9999,-,14,-,8,劣Ⅴ
128,2015-01-18 08:00:00,7,Ⅰ,9,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
193,2015-01-18 08:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,9999,-,0,Ⅲ
117,2015-01-18 08:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
121,2015-01-18 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
123,2015-01-18 08:00:00,6,Ⅰ,6,Ⅱ,2,Ⅱ,2,-,0,Ⅱ
54,2015-01-18 08:00:00,8,Ⅰ,14,Ⅰ,3,Ⅱ,4,-,0,Ⅰ
65,2015-01-18 08:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
72,2015-01-18 08:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
180,2015-01-18 08:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
56,2015-01-18 08:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
64,2015-01-18 08:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,0,-,0,Ⅲ
97,2015-01-18 08:00:00,6,Ⅰ,6,Ⅱ,6,Ⅳ,5,-,-1,-
112,2015-01-18 08:00:00,7,Ⅰ,10,Ⅰ,-1,-,9999,-,0,Ⅰ
85,2015-01-19 04:00:00,8,Ⅰ,12,Ⅰ,0,Ⅰ,9999,-,-1,-
190,2015-01-19 04:00:00,7,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
103,2015-01-19 04:00:00,8,Ⅰ,11,Ⅰ,6,Ⅳ,9999,-,0,Ⅰ
109,2015-01-19 04:00:00,7,Ⅰ,10,Ⅰ,-1,-,9999,-,0,Ⅱ
141,2015-01-19 04:00:00,6,Ⅰ,3,Ⅳ,6,Ⅳ,9999,-,1,Ⅳ
32,2015-01-19 07:00:00,7,Ⅰ,8,Ⅰ,6,Ⅳ,9999,-,0,Ⅲ
85,2015-01-19 08:00:00,8,Ⅰ,12,Ⅰ,-1,-,9999,-,0,Ⅱ
124,2015-01-19 08:00:00,-1,-,-1,-,-1,-,9999,-,0,Ⅱ
111,2015-01-19 08:00:00,7,Ⅰ,10,Ⅰ,8,Ⅳ,9999,-,0,Ⅲ
97,2015-01-19 08:00:00,6,Ⅰ,5,Ⅲ,6,Ⅳ,5,-,-1,-
83,2015-01-19 08:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
143,2015-01-19 08:00:00,6,Ⅰ,5,Ⅲ,2,Ⅱ,9999,-,0,Ⅱ
81,2015-01-19 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
80,2015-01-19 08:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
152,2015-01-19 08:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,3,-,0,Ⅰ
65,2015-01-19 08:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
72,2015-01-19 08:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
154,2015-01-19 08:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,3,-,0,Ⅱ
105,2015-01-19 08:00:00,8,Ⅰ,14,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
193,2015-01-19 08:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,9999,-,0,Ⅲ
159,2015-01-19 08:00:00,8,Ⅰ,14,Ⅰ,10,Ⅳ,8,-,1,Ⅳ
73,2015-01-19 08:00:00,7,Ⅰ,7,Ⅱ,1,Ⅰ,9999,-,-1,-
5,2015-01-19 08:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
70,2015-01-19 08:00:00,7,Ⅰ,7,Ⅱ,4,Ⅲ,33,-,1,Ⅳ
79,2015-01-19 08:00:00,7,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅱ
19,2015-01-19 08:00:00,8,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,-1,-
84,2015-01-19 08:00:00,7,Ⅰ,11,Ⅰ,13,Ⅴ,26,-,9,劣Ⅴ
60,2015-01-19 08:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,1,Ⅴ
