sta_id,sta_time,sta_ph_v,sta_ph_l,sta_do_v,sta_do_l,sta_an_v,sta_an_l,sta_toc_v,sta_toc_l,sta_pp_v,sta_pp_l
126,2015-01-03 20:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
120,2015-01-03 20:00:00,8,Ⅰ,14,Ⅰ,-1,-,-1,-,-1,-
186,2015-01-03 20:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,-1,-
127,2015-01-03 20:00:00,8,Ⅰ,10,Ⅰ,0,Ⅰ,9999,-,0,Ⅰ
129,2015-01-03 20:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,1,Ⅳ
133,2015-01-03 20:00:00,6,Ⅰ,9,Ⅰ,20,劣Ⅴ,9999,-,0,Ⅱ
134,2015-01-03 20:00:00,7,Ⅰ,8,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
179,2015-01-03 20:00:00,7,Ⅰ,8,Ⅰ,-1,-,9999,-,1,Ⅴ
135,2015-01-03 20:00:00,6,Ⅰ,6,Ⅱ,1,Ⅰ,1,-,0,Ⅰ
136,2015-01-03 20:00:00,6,Ⅰ,2,Ⅴ,-1,-,9999,-,-1,-
142,2015-01-03 20:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
161,2015-01-03 20:00:00,7,Ⅰ,9,Ⅰ,-1,-,-1,-,5,劣Ⅴ
185,2015-01-03 20:00:00,7,Ⅰ,6,Ⅱ,6,Ⅳ,9999,-,-1,-
131,2015-01-03 20:00:00,7,Ⅰ,9,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
121,2015-01-03 20:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
104,2015-01-03 20:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
105,2015-01-03 20:00:00,7,Ⅰ,14,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
193,2015-01-03 20:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
154,2015-01-03 20:00:00,7,Ⅰ,11,Ⅰ,3,Ⅱ,2,-,0,Ⅱ
84,2015-01-03 20:00:00,7,Ⅰ,12,Ⅰ,50,劣Ⅴ,57,-,9,劣Ⅴ
156,2015-01-03 20:00:00,8,Ⅰ,10,Ⅰ,4,Ⅲ,8,-,0,Ⅱ
118,2015-01-03 20:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
181,2015-01-03 20:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,4,劣Ⅴ
125,2015-01-03 20:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
123,2015-01-03 20:00:00,6,Ⅰ,7,Ⅱ,3,Ⅱ,2,-,0,Ⅱ
143,2015-01-03 20:00:00,6,Ⅰ,5,Ⅲ,6,Ⅳ,9999,-,0,Ⅲ
184,2015-01-03 20:00:00,7,Ⅰ,13,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
180,2015-01-03 20:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
58,2015-01-03 21:00:00,7,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,-1,-
159,2015-01-03 22:00:00,8,Ⅰ,16,Ⅰ,35,劣Ⅴ,36,-,6,劣Ⅴ
77,2015-01-03 22:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
58,2015-01-03 22:00:00,7,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,-1,-
156,2015-01-03 22:00:00,8,Ⅰ,8,Ⅰ,4,Ⅲ,8,-,0,Ⅲ
137,2015-01-03 23:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
58,2015-01-03 23:00:00,7,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,-1,-
186,2015-01-04 00:00:00,7,Ⅰ,6,Ⅱ,0,Ⅰ,9999,-,-1,-
78,2015-01-04 00:00:00,7,Ⅰ,7,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
76,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
155,2015-01-04 00:00:00,8,Ⅰ,4,Ⅳ,5,Ⅲ,10,-,1,Ⅳ
8,2015-01-04 00:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
81,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
83,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
84,2015-01-04 00:00:00,7,Ⅰ,12,Ⅰ,52,劣Ⅴ,59,-,9,劣Ⅴ
111,2015-01-04 00:00:00,7,Ⅰ,11,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
124,2015-01-04 00:00:00,8,Ⅰ,9,Ⅰ,7,Ⅳ,9999,-,0,Ⅲ
64,2015-01-04 00:00:00,8,Ⅰ,11,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
142,2015-01-04 00:00:00,7,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
143,2015-01-04 00:00:00,6,Ⅰ,5,Ⅲ,6,Ⅳ,9999,-,0,Ⅲ
146,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,3,-,0,Ⅱ
58,2015-01-04 00:00:00,7,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,-1,-
147,2015-01-04 00:00:00,8,Ⅰ,13,Ⅰ,2,Ⅱ,3,-,0,Ⅰ
60,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,5,Ⅲ,9999,-,1,Ⅳ
149,2015-01-04 00:00:00,7,Ⅰ,13,Ⅰ,3,Ⅱ,3,-,0,Ⅲ
72,2015-01-04 00:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
62,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,8,Ⅳ,9999,-,0,Ⅱ
157,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,4,-,0,Ⅱ
63,2015-01-04 00:00:00,6,Ⅰ,2,Ⅴ,8,Ⅳ,9999,-,1,Ⅴ
156,2015-01-04 00:00:00,8,Ⅰ,8,Ⅰ,4,Ⅲ,8,-,0,Ⅲ
77,2015-01-04 00:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
152,2015-01-04 00:00:00,8,Ⅰ,9,Ⅰ,4,Ⅲ,5,-,0,Ⅰ
5,2015-01-04 00:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,-1,-
65,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
66,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,4,Ⅲ,9999,-,0,Ⅲ
67,2015-01-04 00:00:00,6,Ⅰ,8,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
80,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
159,2015-01-04 00:00:00,8,Ⅰ,14,Ⅰ,15,劣Ⅴ,14,-,4,劣Ⅴ
74,2015-01-04 00:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
73,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
161,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,-1,-,-1,-,5,劣Ⅴ
18,2015-01-04 00:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
53,2015-01-04 00:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
54,2015-01-04 00:00:00,8,Ⅰ,12,Ⅰ,3,Ⅱ,3,-,0,Ⅱ
12,2015-01-04 00:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
57,2015-01-04 00:00:00,7,Ⅰ,7,Ⅰ,5,Ⅲ,23,-,1,Ⅳ
120,2015-01-04 00:00:00,8,Ⅰ,14,Ⅰ,-1,-,-1,-,-1,-
55,2015-01-04 00:00:00,7,Ⅰ,7,Ⅱ,4,Ⅲ,9999,-,1,Ⅴ
56,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
140,2015-01-04 00:00:00,7,Ⅰ,7,Ⅱ,1,Ⅰ,2,-,0,Ⅰ
158,2015-01-04 00:00:00,8,Ⅰ,13,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
162,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,0,Ⅰ,5,-,0,Ⅱ
16,2015-01-04 00:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
59,2015-01-04 00:00:00,7,Ⅰ,12,Ⅰ,5,Ⅲ,6,-,1,Ⅳ
154,2015-01-04 00:00:00,7,Ⅰ,11,Ⅰ,3,Ⅱ,2,-,0,Ⅰ
122,2015-01-04 00:00:00,8,Ⅰ,11,Ⅰ,5,Ⅲ,5,-,0,Ⅲ
126,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
127,2015-01-04 00:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
129,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,1,Ⅳ
131,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
133,2015-01-04 00:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
134,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
135,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,1,-,0,Ⅱ
136,2015-01-04 00:00:00,6,Ⅰ,2,Ⅴ,-1,-,9999,-,-1,-
138,2015-01-04 00:00:00,8,Ⅰ,3,Ⅳ,9999,-,12,-,6,劣Ⅴ
97,2015-01-04 00:00:00,7,Ⅰ,7,Ⅱ,6,Ⅳ,6,-,0,Ⅲ
104,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
105,2015-01-04 00:00:00,7,Ⅰ,13,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
106,2015-01-04 00:00:00,8,Ⅰ,11,Ⅰ,4,Ⅲ,9999,-,0,Ⅲ
109,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
110,2015-01-04 00:00:00,6,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,0,Ⅱ
112,2015-01-04 00:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
113,2015-01-04 00:00:00,8,Ⅰ,8,Ⅰ,0,Ⅰ,9999,-,0,Ⅰ
117,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
118,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
119,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
123,2015-01-04 00:00:00,6,Ⅰ,6,Ⅱ,3,Ⅱ,2,-,0,Ⅱ
180,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
181,2015-01-04 00:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,4,劣Ⅴ
175,2015-01-04 00:00:00,7,Ⅰ,6,Ⅱ,-1,-,9999,-,0,Ⅲ
182,2015-01-04 00:00:00,6,Ⅰ,4,Ⅳ,3,Ⅱ,9999,-,0,Ⅱ
183,2015-01-04 00:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
219,2015-01-04 00:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,6,-,0,Ⅰ
184,2015-01-04 00:00:00,7,Ⅰ,16,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
176,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,-1,-
187,2015-01-04 00:00:00,7,Ⅰ,7,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
189,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
190,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,2,劣Ⅴ
191,2015-01-04 00:00:00,6,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
192,2015-01-04 00:00:00,-1,-,7,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
194,2015-01-04 00:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
195,2015-01-04 00:00:00,7,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,1,Ⅴ
196,2015-01-04 00:00:00,7,Ⅰ,10,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
197,2015-01-04 00:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
198,2015-01-04 00:00:00,8,Ⅰ,3,Ⅳ,0,Ⅰ,9999,-,-1,-
199,2015-01-04 00:00:00,7,Ⅰ,7,Ⅱ,2,Ⅰ,9999,-,0,Ⅰ
201,2015-01-04 00:00:00,7,Ⅰ,0,劣Ⅴ,12,Ⅴ,9999,-,16,劣Ⅴ
202,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅱ
206,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,0,-,0,Ⅱ
207,2015-01-04 00:00:00,7,Ⅰ,2,Ⅴ,4,Ⅲ,-1,-,1,Ⅳ
210,2015-01-04 00:00:00,8,Ⅰ,6,Ⅱ,9,Ⅳ,10,-,1,Ⅳ
212,2015-01-04 00:00:00,8,Ⅰ,10,Ⅰ,10,Ⅴ,12,-,-1,-
213,2015-01-04 00:00:00,7,Ⅰ,7,Ⅱ,5,Ⅲ,7,-,0,Ⅱ
216,2015-01-04 00:00:00,8,Ⅰ,9,Ⅰ,0,Ⅰ,27,-,0,Ⅰ
164,2015-01-04 00:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,7,-,0,Ⅱ
166,2015-01-04 00:00:00,8,Ⅰ,9,Ⅰ,6,Ⅳ,7,-,0,Ⅱ
168,2015-01-04 00:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
177,2015-01-04 00:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
193,2015-01-04 00:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
214,2015-01-04 00:00:00,7,Ⅰ,5,Ⅲ,0,Ⅰ,0,-,-1,-
68,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,0,Ⅲ
209,2015-01-04 00:00:00,8,Ⅰ,9,Ⅰ,9,Ⅳ,12,-,0,Ⅱ
32,2015-01-04 00:00:00,7,Ⅰ,7,Ⅰ,6,Ⅳ,9999,-,0,Ⅲ
70,2015-01-04 00:00:00,7,Ⅰ,7,Ⅰ,5,Ⅲ,33,-,1,Ⅳ
75,2015-01-04 00:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
211,2015-01-04 00:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,1,-,-1,-
116,2015-01-04 00:00:00,7,Ⅰ,13,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
61,2015-01-04 00:00:00,6,Ⅰ,9,Ⅰ,4,Ⅲ,22,-,0,Ⅲ
141,2015-01-04 00:00:00,6,Ⅰ,3,Ⅳ,5,Ⅲ,9999,-,2,劣Ⅴ
173,2015-01-04 00:00:00,8,Ⅰ,16,Ⅰ,5,Ⅲ,9999,-,1,Ⅳ
185,2015-01-04 00:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,-1,-
121,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
125,2015-01-04 00:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
85,2015-01-04 00:00:00,8,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
103,2015-01-04 00:00:00,8,Ⅰ,11,Ⅰ,-1,-,9999,-,-1,-
107,2015-01-04 00:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
114,2015-01-04 00:00:00,7,Ⅰ,9,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
115,2015-01-04 00:00:00,8,Ⅰ,12,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
58,2015-01-04 01:00:00,7,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,-1,-
156,2015-01-04 02:00:00,8,Ⅰ,8,Ⅰ,4,Ⅲ,8,-,0,Ⅲ
58,2015-01-04 02:00:00,7,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,-1,-
77,2015-01-04 02:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
159,2015-01-04 02:00:00,8,Ⅰ,14,Ⅰ,16,劣Ⅴ,16,-,3,劣Ⅴ
58,2015-01-04 03:00:00,7,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,-1,-
112,2015-01-04 04:00:00,8,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
73,2015-01-04 04:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
186,2015-01-04 04:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,-1,-
16,2015-01-04 04:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
158,2015-01-04 04:00:00,8,Ⅰ,13,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
119,2015-01-04 04:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
122,2015-01-04 04:00:00,8,Ⅰ,11,Ⅰ,5,Ⅲ,5,-,0,Ⅲ
123,2015-01-04 04:00:00,6,Ⅰ,6,Ⅱ,3,Ⅱ,2,-,0,Ⅱ
18,2015-01-04 04:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
185,2015-01-04 04:00:00,7,Ⅰ,6,Ⅱ,0,Ⅰ,9999,-,-1,-
184,2015-01-04 04:00:00,7,Ⅰ,13,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
127,2015-01-04 04:00:00,8,Ⅰ,9,Ⅰ,0,Ⅰ,9999,-,0,Ⅰ
64,2015-01-04 04:00:00,8,Ⅰ,11,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
143,2015-01-04 04:00:00,6,Ⅰ,5,Ⅲ,6,Ⅳ,9999,-,0,Ⅲ
146,2015-01-04 04:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,2,-,0,Ⅱ
156,2015-01-04 04:00:00,8,Ⅰ,8,Ⅰ,4,Ⅲ,8,-,0,Ⅲ
32,2015-01-04 04:00:00,7,Ⅰ,7,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
147,2015-01-04 04:00:00,8,Ⅰ,12,Ⅰ,2,Ⅱ,3,-,0,Ⅱ
12,2015-01-04 04:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
68,2015-01-04 04:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,0,Ⅲ
149,2015-01-04 04:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,3,-,0,Ⅲ
62,2015-01-04 04:00:00,7,Ⅰ,7,Ⅰ,8,Ⅳ,9999,-,0,Ⅱ
115,2015-01-04 04:00:00,8,Ⅰ,12,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
63,2015-01-04 04:00:00,6,Ⅰ,1,劣Ⅴ,7,Ⅳ,9999,-,2,劣Ⅴ
53,2015-01-04 04:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
55,2015-01-04 04:00:00,7,Ⅰ,7,Ⅱ,4,Ⅲ,9999,-,1,Ⅴ
56,2015-01-04 04:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
57,2015-01-04 04:00:00,7,Ⅰ,7,Ⅰ,5,Ⅲ,24,-,1,Ⅳ
59,2015-01-04 04:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,6,-,1,Ⅳ
97,2015-01-04 04:00:00,7,Ⅰ,7,Ⅱ,6,Ⅳ,5,-,0,Ⅲ
113,2015-01-04 04:00:00,8,Ⅰ,8,Ⅰ,0,Ⅰ,9999,-,0,Ⅰ
116,2015-01-04 04:00:00,7,Ⅰ,13,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
117,2015-01-04 04:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
118,2015-01-04 04:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
179,2015-01-04 04:00:00,7,Ⅰ,8,Ⅰ,9,Ⅳ,9999,-,2,劣Ⅴ
180,2015-01-04 04:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
181,2015-01-04 04:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,5,劣Ⅴ
129,2015-01-04 04:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
133,2015-01-04 04:00:00,6,Ⅰ,9,Ⅰ,-1,-,9999,-,0,Ⅱ
134,2015-01-04 04:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
135,2015-01-04 04:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,2,-,0,Ⅰ
136,2015-01-04 04:00:00,6,Ⅰ,2,Ⅴ,-1,-,9999,-,-1,-
138,2015-01-04 04:00:00,8,Ⅰ,3,Ⅳ,9999,-,11,-,6,劣Ⅴ
141,2015-01-04 04:00:00,6,Ⅰ,3,Ⅳ,6,Ⅳ,9999,-,4,劣Ⅴ
142,2015-01-04 04:00:00,7,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
164,2015-01-04 04:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,7,-,0,Ⅱ
168,2015-01-04 04:00:00,7,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
175,2015-01-04 04:00:00,7,Ⅰ,5,Ⅲ,-1,-,9999,-,0,Ⅲ
176,2015-01-04 04:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,-1,-
182,2015-01-04 04:00:00,6,Ⅰ,3,Ⅳ,3,Ⅱ,9999,-,0,Ⅱ
183,2015-01-04 04:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
189,2015-01-04 04:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
190,2015-01-04 04:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,2,劣Ⅴ
191,2015-01-04 04:00:00,6,Ⅰ,5,Ⅲ,2,Ⅱ,9999,-,0,Ⅱ
192,2015-01-04 04:00:00,-1,-,7,Ⅰ,9,Ⅳ,9999,-,0,Ⅱ
